channel,message_id,subscribers,channel_type,published_at,checkpoint_min,measured_at,actual_age_min,views,reactions,forwards,source
akharinkhabar,623734,1943342,general_news,2026-08-01T20:13:19+00:00,10,2026-08-01T20:23:59.037460+00:00,10.44,9175,0,0,telegram
akharinkhabar,623734,1943342,general_news,2026-08-01T20:13:19+00:00,20,2026-08-01T20:34:32.842216+00:00,20.98,13272,0,0,telegram
akharinkhabar,623734,1943342,general_news,2026-08-01T20:13:19+00:00,30,2026-08-01T20:43:43.440690+00:00,30.17,16322,0,0,telegram
akharinkhabar,623734,1943342,general_news,2026-08-01T20:13:19+00:00,1440,2026-08-02T20:44:59.155894+00:00,1471.12,55734,0,21,telegram
tweetychannel,409408,775496,social_entertainment,2026-08-01T20:14:43+00:00,5,2026-08-01T20:20:04.311505+00:00,5.16,3058,125,36,telegram
tweetychannel,409408,775496,social_entertainment,2026-08-01T20:14:43+00:00,10,2026-08-01T20:25:15.313483+00:00,10.34,6104,187,37,telegram
tweetychannel,409408,775496,social_entertainment,2026-08-01T20:14:43+00:00,20,2026-08-01T20:35:49.836431+00:00,20.9,9140,237,37,telegram
tweetychannel,409408,775496,social_entertainment,2026-08-01T20:14:43+00:00,30,2026-08-01T20:45:00.214720+00:00,30.08,11155,267,71,telegram
tweetychannel,409408,775496,social_entertainment,2026-08-01T20:14:43+00:00,1440,2026-08-02T20:45:04.786342+00:00,1469.72,24346,543,129,telegram
footballiapp,493045,49780,sport,2026-08-01T20:15:02+00:00,5,2026-08-01T20:21:14.938407+00:00,6.13,488,4,6,telegram
footballiapp,493045,49780,sport,2026-08-01T20:15:02+00:00,10,2026-08-01T20:25:08.002202+00:00,10.02,611,5,9,telegram
footballiapp,493045,49780,sport,2026-08-01T20:15:02+00:00,20,2026-08-01T20:35:42.276115+00:00,20.58,764,7,11,telegram
footballiapp,493045,49780,sport,2026-08-01T20:15:02+00:00,30,2026-08-01T20:46:11.391052+00:00,31.07,857,8,12,telegram
footballiapp,493045,49780,sport,2026-08-01T20:15:02+00:00,1440,2026-08-02T20:45:02.004556+00:00,1469.4,1959,17,16,telegram
eghtesadonline,354071,75241,economy,2026-08-01T20:15:56+00:00,5,2026-08-01T20:21:17.956314+00:00,5.23,959,5,6,telegram
eghtesadonline,354071,75241,economy,2026-08-01T20:15:56+00:00,10,2026-08-01T20:26:29.331331+00:00,10.42,1357,5,6,telegram
eghtesadonline,354071,75241,economy,2026-08-01T20:15:56+00:00,20,2026-08-01T20:37:04.166191+00:00,21.0,1821,11,6,telegram
eghtesadonline,354071,75241,economy,2026-08-01T20:15:56+00:00,30,2026-08-01T20:46:14.498758+00:00,30.17,2711,16,6,telegram
eghtesadonline,354071,75241,economy,2026-08-01T20:15:56+00:00,1440,2026-08-02T20:45:03.368136+00:00,1468.5,8589,41,8,telegram
akharinkhabar,623735,1943342,general_news,2026-08-01T20:16:01+00:00,5,2026-08-01T20:21:23.720374+00:00,5.15,5101,0,0,telegram
akharinkhabar,623735,1943342,general_news,2026-08-01T20:16:01+00:00,10,2026-08-01T20:26:36.547402+00:00,10.33,8182,0,0,telegram
akharinkhabar,623735,1943342,general_news,2026-08-01T20:16:01+00:00,20,2026-08-01T20:37:10.351577+00:00,20.91,12257,0,0,telegram
akharinkhabar,623735,1943342,general_news,2026-08-01T20:16:01+00:00,30,2026-08-01T20:46:20.684535+00:00,30.09,15307,0,0,telegram
akharinkhabar,623735,1943342,general_news,2026-08-01T20:16:01+00:00,1440,2026-08-02T20:45:08.943439+00:00,1468.42,50685,0,1,telegram
tweetychannel,409409,775496,social_entertainment,2026-08-01T20:16:01+00:00,5,2026-08-01T20:21:22.263823+00:00,5.15,4064,23,1,telegram
tweetychannel,409409,775496,social_entertainment,2026-08-01T20:16:01+00:00,10,2026-08-01T20:26:34.653936+00:00,10.33,6098,29,2,telegram
tweetychannel,409409,775496,social_entertainment,2026-08-01T20:16:01+00:00,20,2026-08-01T20:37:08.720596+00:00,20.91,10137,38,2,telegram
tweetychannel,409409,775496,social_entertainment,2026-08-01T20:16:01+00:00,30,2026-08-01T20:46:19.131830+00:00,30.09,12155,40,2,telegram
tweetychannel,409410,775496,social_entertainment,2026-08-01T20:16:01+00:00,5,2026-08-01T20:21:22.263259+00:00,5.15,3055,79,35,telegram
tweetychannel,409410,775496,social_entertainment,2026-08-01T20:16:01+00:00,10,2026-08-01T20:26:34.653671+00:00,10.33,6098,115,69,telegram
tweetychannel,409410,775496,social_entertainment,2026-08-01T20:16:01+00:00,20,2026-08-01T20:37:08.720561+00:00,20.91,10140,144,69,telegram
tweetychannel,409410,775496,social_entertainment,2026-08-01T20:16:01+00:00,30,2026-08-01T20:46:19.131808+00:00,30.09,12160,163,69,telegram
tweetychannel,409410,775496,social_entertainment,2026-08-01T20:16:01+00:00,1440,2026-08-02T20:45:06.170898+00:00,1468.42,26462,303,105,telegram
akharinkhabar,623736,1943342,general_news,2026-08-01T20:19:15+00:00,5,2026-08-01T20:25:16.869916+00:00,5.8,5109,0,0,telegram
akharinkhabar,623736,1943342,general_news,2026-08-01T20:19:15+00:00,10,2026-08-01T20:30:34.020151+00:00,11.07,8174,0,0,telegram
akharinkhabar,623736,1943342,general_news,2026-08-01T20:19:15+00:00,20,2026-08-01T20:39:47.587154+00:00,20.31,13262,0,0,telegram
akharinkhabar,623736,1943342,general_news,2026-08-01T20:19:15+00:00,30,2026-08-01T20:50:18.830601+00:00,30.79,16324,0,0,telegram
akharinkhabar,623736,1943342,general_news,2026-08-01T20:19:15+00:00,1440,2026-08-02T20:45:11.710686+00:00,1465.19,53744,0,1,telegram
tweetychannel,409411,775496,social_entertainment,2026-08-01T20:19:16+00:00,5,2026-08-01T20:25:15.312583+00:00,5.79,4067,242,36,telegram
tweetychannel,409411,775496,social_entertainment,2026-08-01T20:19:16+00:00,10,2026-08-01T20:30:32.428030+00:00,11.06,8112,324,36,telegram
tweetychannel,409411,775496,social_entertainment,2026-08-01T20:19:16+00:00,20,2026-08-01T20:39:46.010462+00:00,20.29,9130,357,36,telegram
tweetychannel,409411,775496,social_entertainment,2026-08-01T20:19:16+00:00,30,2026-08-01T20:50:17.138155+00:00,30.77,12152,397,70,telegram
tweetychannel,409411,775496,social_entertainment,2026-08-01T20:19:16+00:00,1440,2026-08-02T20:45:10.309070+00:00,1465.17,25827,670,105,telegram
footballiapp,493046,49780,sport,2026-08-01T20:20:02+00:00,5,2026-08-01T20:25:08.001443+00:00,5.02,336,2,3,telegram
footballiapp,493046,49780,sport,2026-08-01T20:20:02+00:00,10,2026-08-01T20:30:24.795062+00:00,10.29,487,3,3,telegram
footballiapp,493046,49780,sport,2026-08-01T20:20:02+00:00,20,2026-08-01T20:40:57.409411+00:00,20.84,609,4,4,telegram
footballiapp,493046,49780,sport,2026-08-01T20:20:02+00:00,30,2026-08-01T20:50:09.046757+00:00,30.01,704,6,6,telegram
footballiapp,493046,49780,sport,2026-08-01T20:20:02+00:00,1440,2026-08-02T20:45:13.139248+00:00,1464.4,1989,8,10,telegram
akharinkhabar,623737,1943342,general_news,2026-08-01T20:20:29+00:00,5,2026-08-01T20:26:36.546928+00:00,5.87,5120,0,0,telegram
akharinkhabar,623737,1943342,general_news,2026-08-01T20:20:29+00:00,10,2026-08-01T20:31:53.964896+00:00,11.15,8164,0,0,telegram
akharinkhabar,623737,1943342,general_news,2026-08-01T20:20:29+00:00,20,2026-08-01T20:41:06.962997+00:00,20.39,13254,0,0,telegram
akharinkhabar,623737,1943342,general_news,2026-08-01T20:20:29+00:00,30,2026-08-01T20:51:39.443679+00:00,30.91,17334,0,0,telegram
akharinkhabar,623737,1943342,general_news,2026-08-01T20:20:29+00:00,1440,2026-08-02T20:45:15.954532+00:00,1463.95,56663,0,14,telegram
eghtesadonline,354072,75241,economy,2026-08-01T20:21:01+00:00,5,2026-08-01T20:26:29.331003+00:00,5.33,585,2,2,telegram
eghtesadonline,354072,75241,economy,2026-08-01T20:21:01+00:00,10,2026-08-01T20:31:47.563306+00:00,10.62,892,2,4,telegram
eghtesadonline,354072,75241,economy,2026-08-01T20:21:01+00:00,20,2026-08-01T20:42:19.202214+00:00,21.17,1815,4,5,telegram
eghtesadonline,354072,75241,economy,2026-08-01T20:21:01+00:00,30,2026-08-01T20:51:33.091481+00:00,30.37,2605,6,5,telegram
eghtesadonline,354072,75241,economy,2026-08-01T20:21:01+00:00,1440,2026-08-02T20:45:14.568529+00:00,1463.42,8913,20,14,telegram
farsna,453937,1816267,general_news,2026-08-01T20:21:04+00:00,5,2026-08-01T20:26:39.939110+00:00,5.28,1642,0,10,telegram
farsna,453937,1816267,general_news,2026-08-01T20:21:04+00:00,10,2026-08-01T20:31:57.206866+00:00,10.57,2963,0,11,telegram
farsna,453937,1816267,general_news,2026-08-01T20:21:04+00:00,20,2026-08-01T20:42:28.107647+00:00,21.12,4596,0,11,telegram
farsna,453937,1816267,general_news,2026-08-01T20:21:04+00:00,30,2026-08-01T20:51:42.570634+00:00,30.32,5952,0,11,telegram
farsna,453937,1816267,general_news,2026-08-01T20:21:04+00:00,1440,2026-08-02T20:45:17.354425+00:00,1463.37,19061,0,31,telegram
tweetychannel,409412,775496,social_entertainment,2026-08-01T20:22:44+00:00,5,2026-08-01T20:29:13.300369+00:00,6.27,5081,161,2,telegram
tweetychannel,409412,775496,social_entertainment,2026-08-01T20:22:44+00:00,10,2026-08-01T20:33:11.967070+00:00,10.24,7099,208,2,telegram
tweetychannel,409412,775496,social_entertainment,2026-08-01T20:22:44+00:00,20,2026-08-01T20:43:41.864296+00:00,20.76,9125,244,36,telegram
tweetychannel,409412,775496,social_entertainment,2026-08-01T20:22:44+00:00,30,2026-08-01T20:54:15.930442+00:00,31.31,11140,276,36,telegram
tweetychannel,409412,775496,social_entertainment,2026-08-01T20:22:44+00:00,1440,2026-08-02T20:45:20.097477+00:00,1461.7,24435,578,72,telegram
footballiapp,493047,49780,sport,2026-08-01T20:23:21+00:00,5,2026-08-01T20:29:05.639451+00:00,5.65,273,2,1,telegram
footballiapp,493047,49780,sport,2026-08-01T20:23:21+00:00,10,2026-08-01T20:34:23.265480+00:00,10.95,398,3,2,telegram
footballiapp,493047,49780,sport,2026-08-01T20:23:21+00:00,20,2026-08-01T20:43:34.328067+00:00,20.14,548,4,3,telegram
footballiapp,493047,49780,sport,2026-08-01T20:23:21+00:00,30,2026-08-01T20:54:07.923064+00:00,30.69,673,5,5,telegram
footballiapp,493047,49780,sport,2026-08-01T20:23:21+00:00,1440,2026-08-02T20:45:18.716593+00:00,1461.09,1741,12,5,telegram
thezoomit,98200,129324,technology,2026-08-01T20:23:52+00:00,5,2026-08-01T20:29:00.682021+00:00,5.14,839,4,1,telegram
thezoomit,98200,129324,technology,2026-08-01T20:23:52+00:00,10,2026-08-01T20:34:18.403330+00:00,10.43,1276,8,1,telegram
thezoomit,98200,129324,technology,2026-08-01T20:23:52+00:00,20,2026-08-01T20:44:48.079521+00:00,20.93,1806,9,2,telegram
thezoomit,98200,129324,technology,2026-08-01T20:23:52+00:00,30,2026-08-01T20:54:03.117278+00:00,30.18,2116,11,2,telegram
thezoomit,98200,129324,technology,2026-08-01T20:23:52+00:00,1440,2026-08-02T20:45:22.336073+00:00,1460.57,10851,47,19,telegram
varzesh3,298678,1296635,sport,2026-08-01T20:24:54+00:00,5,2026-08-01T20:30:26.395463+00:00,5.42,13358,0,1,telegram
varzesh3,298678,1296635,sport,2026-08-01T20:24:54+00:00,10,2026-08-01T20:35:43.903848+00:00,10.72,21592,0,1,telegram
varzesh3,298678,1296635,sport,2026-08-01T20:24:54+00:00,20,2026-08-01T20:46:13.042012+00:00,21.2,37039,0,2,telegram
varzesh3,298678,1296635,sport,2026-08-01T20:24:54+00:00,30,2026-08-01T20:55:28.907235+00:00,30.47,49344,0,36,telegram
varzesh3,298678,1296635,sport,2026-08-01T20:24:54+00:00,1440,2026-08-02T20:45:23.814993+00:00,1459.54,218260,0,74,telegram
tweetychannel,409413,775496,social_entertainment,2026-08-01T20:25:26+00:00,5,2026-08-01T20:31:52.256878+00:00,6.2,5076,83,35,telegram
tweetychannel,409413,775496,social_entertainment,2026-08-01T20:25:26+00:00,10,2026-08-01T20:35:49.836362+00:00,10.18,6082,92,35,telegram
tweetychannel,409413,775496,social_entertainment,2026-08-01T20:25:26+00:00,20,2026-08-01T20:46:19.131764+00:00,20.67,9107,124,35,telegram
tweetychannel,409413,775496,social_entertainment,2026-08-01T20:25:26+00:00,30,2026-08-01T20:56:53.963599+00:00,31.25,11151,144,35,telegram
tweetychannel,409413,775496,social_entertainment,2026-08-01T20:25:26+00:00,1440,2026-08-02T20:45:26.566461+00:00,1459.0,24089,325,92,telegram
tweetychannel,409414,775496,social_entertainment,2026-08-01T20:25:37+00:00,5,2026-08-01T20:31:52.256611+00:00,6.02,5070,217,35,telegram
tweetychannel,409414,775496,social_entertainment,2026-08-01T20:25:37+00:00,10,2026-08-01T20:35:49.836328+00:00,10.0,6076,246,35,telegram
tweetychannel,409414,775496,social_entertainment,2026-08-01T20:25:37+00:00,20,2026-08-01T20:46:19.131620+00:00,20.49,9134,333,36,telegram
tweetychannel,409414,775496,social_entertainment,2026-08-01T20:25:37+00:00,30,2026-08-01T20:56:53.963567+00:00,31.07,11151,379,36,telegram
tweetychannel,409414,775496,social_entertainment,2026-08-01T20:25:37+00:00,1440,2026-08-02T20:45:25.178795+00:00,1458.82,24462,845,107,telegram
tweetychannel,409415,775496,social_entertainment,2026-08-01T20:27:03+00:00,5,2026-08-01T20:33:11.966966+00:00,5.92,4057,106,34,telegram
tweetychannel,409415,775496,social_entertainment,2026-08-01T20:27:03+00:00,10,2026-08-01T20:38:27.539925+00:00,11.19,6069,132,68,telegram
tweetychannel,409415,775496,social_entertainment,2026-08-01T20:27:03+00:00,20,2026-08-01T20:47:38.064739+00:00,20.37,9105,176,102,telegram
tweetychannel,409415,775496,social_entertainment,2026-08-01T20:27:03+00:00,30,2026-08-01T20:58:12.472078+00:00,30.95,11155,202,103,telegram
tweetychannel,409415,775496,social_entertainment,2026-08-01T20:27:03+00:00,1440,2026-08-02T20:45:29.352137+00:00,1457.39,24575,459,244,telegram
farsna,453938,1816267,general_news,2026-08-01T20:27:04+00:00,5,2026-08-01T20:33:16.797381+00:00,5.91,1645,0,1,telegram
farsna,453938,1816267,general_news,2026-08-01T20:27:04+00:00,10,2026-08-01T20:38:32.184797+00:00,11.18,2644,0,11,telegram
farsna,453938,1816267,general_news,2026-08-01T20:27:04+00:00,20,2026-08-01T20:47:42.641592+00:00,20.35,4288,0,11,telegram
farsna,453938,1816267,general_news,2026-08-01T20:27:04+00:00,30,2026-08-01T20:58:17.078024+00:00,30.93,6529,0,21,telegram
farsna,453938,1816267,general_news,2026-08-01T20:27:04+00:00,1440,2026-08-02T20:45:30.813620+00:00,1457.37,18767,0,33,telegram
tweetychannel,409416,775496,social_entertainment,2026-08-01T20:27:08+00:00,5,2026-08-01T20:33:11.965204+00:00,5.84,4058,256,0,telegram
tweetychannel,409416,775496,social_entertainment,2026-08-01T20:27:08+00:00,10,2026-08-01T20:38:27.539764+00:00,11.11,6072,300,0,telegram
tweetychannel,409416,775496,social_entertainment,2026-08-01T20:27:08+00:00,20,2026-08-01T20:47:38.064705+00:00,20.28,9139,375,0,telegram
tweetychannel,409416,775496,social_entertainment,2026-08-01T20:27:08+00:00,30,2026-08-01T20:58:12.472054+00:00,30.86,11159,432,34,telegram
tweetychannel,409416,775496,social_entertainment,2026-08-01T20:27:08+00:00,1440,2026-08-02T20:45:27.981995+00:00,1457.3,23379,908,53,telegram
footballiapp,493048,49780,sport,2026-08-01T20:29:02+00:00,5,2026-08-01T20:34:23.265454+00:00,5.27,186,0,1,telegram
footballiapp,493048,49780,sport,2026-08-01T20:29:02+00:00,10,2026-08-01T20:39:38.423340+00:00,10.52,306,0,1,telegram
footballiapp,493048,49780,sport,2026-08-01T20:29:02+00:00,20,2026-08-01T20:50:09.046712+00:00,21.01,462,0,1,telegram
footballiapp,493048,49780,sport,2026-08-01T20:29:02+00:00,30,2026-08-01T20:59:23.501653+00:00,30.27,552,0,1,telegram
footballiapp,493048,49780,sport,2026-08-01T20:29:02+00:00,1440,2026-08-02T20:45:33.560975+00:00,1455.4,1689,3,2,telegram
footballiapp,493049,49780,sport,2026-08-01T20:29:02+00:00,5,2026-08-01T20:34:23.264981+00:00,5.27,187,3,3,telegram
footballiapp,493049,49780,sport,2026-08-01T20:29:02+00:00,10,2026-08-01T20:39:38.422768+00:00,10.52,307,7,3,telegram
footballiapp,493049,49780,sport,2026-08-01T20:29:02+00:00,20,2026-08-01T20:50:09.046253+00:00,21.01,495,9,3,telegram
footballiapp,493049,49780,sport,2026-08-01T20:29:02+00:00,30,2026-08-01T20:59:23.500228+00:00,30.27,615,10,3,telegram
footballiapp,493049,49780,sport,2026-08-01T20:29:02+00:00,1440,2026-08-02T20:45:32.202858+00:00,1455.4,1838,23,7,telegram
persiantwix,9528,1049188,entertainment,2026-08-01T20:30:00+00:00,5,2026-08-01T20:35:48.361153+00:00,5.62,3374,300,112,telegram
persiantwix,9528,1049188,entertainment,2026-08-01T20:30:00+00:00,10,2026-08-01T20:41:03.609090+00:00,10.87,5210,437,142,telegram
persiantwix,9528,1049188,entertainment,2026-08-01T20:30:00+00:00,20,2026-08-01T20:50:15.584730+00:00,20.04,8252,615,213,telegram
persiantwix,9528,1049188,entertainment,2026-08-01T20:30:00+00:00,30,2026-08-01T21:00:48.297223+00:00,30.62,10080,701,243,telegram
persiantwix,9528,1049188,entertainment,2026-08-01T20:30:00+00:00,1440,2026-08-02T20:45:34.909778+00:00,1454.44,39678,2478,678,telegram
tweetychannel,409417,775496,social_entertainment,2026-08-01T20:30:03+00:00,5,2026-08-01T20:35:49.835798+00:00,5.57,3028,139,34,telegram
tweetychannel,409417,775496,social_entertainment,2026-08-01T20:30:03+00:00,10,2026-08-01T20:41:05.297223+00:00,10.82,6068,212,68,telegram
tweetychannel,409417,775496,social_entertainment,2026-08-01T20:30:03+00:00,20,2026-08-01T20:51:37.778035+00:00,21.34,9134,327,136,telegram
tweetychannel,409417,775496,social_entertainment,2026-08-01T20:30:03+00:00,30,2026-08-01T21:00:49.846374+00:00,30.57,11145,379,136,telegram
tweetychannel,409417,775496,social_entertainment,2026-08-01T20:30:03+00:00,1440,2026-08-02T20:45:36.325776+00:00,1454.39,23528,853,309,telegram
tweetychannel,409418,775496,social_entertainment,2026-08-01T20:31:02+00:00,5,2026-08-01T20:37:08.719848+00:00,5.9,3029,2,0,telegram
tweetychannel,409418,775496,social_entertainment,2026-08-01T20:31:02+00:00,10,2026-08-01T20:42:23.553692+00:00,11.15,7112,7,0,telegram
tweetychannel,409418,775496,social_entertainment,2026-08-01T20:31:02+00:00,20,2026-08-01T20:51:37.778012+00:00,20.36,10135,9,0,telegram
tweetychannel,409418,775496,social_entertainment,2026-08-01T20:31:02+00:00,30,2026-08-01T21:02:08.326084+00:00,30.89,12153,9,34,telegram
tweetychannel,409418,775496,social_entertainment,2026-08-01T20:31:02+00:00,1440,2026-08-02T20:45:37.745218+00:00,1453.4,25980,29,90,telegram
tweetychannel,409419,775496,social_entertainment,2026-08-01T20:34:16+00:00,5,2026-08-01T20:39:46.010224+00:00,5.29,2036,0,1,telegram
tweetychannel,409419,775496,social_entertainment,2026-08-01T20:34:16+00:00,10,2026-08-01T20:45:00.214598+00:00,10.53,8123,0,1,telegram
tweetychannel,409419,775496,social_entertainment,2026-08-01T20:34:16+00:00,20,2026-08-01T20:55:34.917095+00:00,21.1,11146,0,1,telegram
tweetychannel,409419,775496,social_entertainment,2026-08-01T20:34:16+00:00,30,2026-08-01T21:04:48.548115+00:00,30.32,12167,0,1,telegram
tweetychannel,409419,775496,social_entertainment,2026-08-01T20:34:16+00:00,1440,2026-08-02T20:45:39.107560+00:00,1450.17,26380,3,18,telegram
varzesh3,298680,1296635,sport,2026-08-01T20:35:42+00:00,5,2026-08-01T20:40:58.981044+00:00,5.17,13322,0,1,telegram
varzesh3,298680,1296635,sport,2026-08-01T20:35:42+00:00,10,2026-08-01T20:46:13.041987+00:00,10.4,21586,0,1,telegram
varzesh3,298680,1296635,sport,2026-08-01T20:35:42+00:00,20,2026-08-01T20:56:47.977206+00:00,20.98,36977,0,1,telegram
varzesh3,298680,1296635,sport,2026-08-01T20:35:42+00:00,30,2026-08-01T21:06:03.605845+00:00,30.21,48301,0,1,telegram
varzesh3,298681,1296635,sport,2026-08-01T20:35:44+00:00,5,2026-08-01T20:40:58.980636+00:00,5.14,12302,0,36,telegram
varzesh3,298681,1296635,sport,2026-08-01T20:35:44+00:00,10,2026-08-01T20:46:13.041568+00:00,10.37,21582,0,36,telegram
varzesh3,298681,1296635,sport,2026-08-01T20:35:44+00:00,20,2026-08-01T20:56:47.977177+00:00,20.95,38031,0,70,telegram
varzesh3,298681,1296635,sport,2026-08-01T20:35:44+00:00,30,2026-08-01T21:06:03.604364+00:00,30.17,49320,0,70,telegram
varzesh3,298681,1296635,sport,2026-08-01T20:35:44+00:00,1440,2026-08-02T20:45:41.948462+00:00,1448.7,217159,0,156,telegram
akharinkhabar,623741,1943342,general_news,2026-08-01T20:36:45+00:00,5,2026-08-01T20:42:25.093340+00:00,5.44,3079,0,0,telegram
akharinkhabar,623741,1943342,general_news,2026-08-01T20:36:45+00:00,10,2026-08-01T20:47:39.586074+00:00,10.67,6131,0,0,telegram
akharinkhabar,623741,1943342,general_news,2026-08-01T20:36:45+00:00,20,2026-08-01T20:58:14.018883+00:00,21.25,12247,0,0,telegram
akharinkhabar,623741,1943342,general_news,2026-08-01T20:36:45+00:00,30,2026-08-01T21:07:31.137336+00:00,30.52,16331,0,0,telegram
akharinkhabar,623741,1943342,general_news,2026-08-01T20:36:45+00:00,1440,2026-08-02T20:45:44.679221+00:00,1447.69,62441,0,2,telegram
tweetychannel,409420,775496,social_entertainment,2026-08-01T20:37:03+00:00,5,2026-08-01T20:42:23.553538+00:00,5.14,5060,44,34,telegram
tweetychannel,409420,775496,social_entertainment,2026-08-01T20:37:03+00:00,10,2026-08-01T20:47:38.064622+00:00,10.37,8121,63,34,telegram
