channel,message_id,subscribers,channel_type,published_at,checkpoint_min,measured_at,actual_age_min,views,reactions,forwards,source
thezoomit,98227,129324,technology,2026-08-02T09:15:04+00:00,5,2026-08-02T09:20:21.014112+00:00,5.28,781,12,8,telegram
thezoomit,98227,129324,technology,2026-08-02T09:15:04+00:00,10,2026-08-02T09:25:33.676144+00:00,10.49,1153,16,8,telegram
thezoomit,98227,129324,technology,2026-08-02T09:15:04+00:00,20,2026-08-02T09:35:53.645737+00:00,20.82,1803,21,10,telegram
thezoomit,98227,129324,technology,2026-08-02T09:15:04+00:00,30,2026-08-02T09:45:11.385010+00:00,30.12,2239,26,12,telegram
thezoomit,98228,129324,technology,2026-08-02T09:15:04+00:00,5,2026-08-02T09:20:21.013603+00:00,5.28,689,0,8,telegram
thezoomit,98228,129324,technology,2026-08-02T09:15:04+00:00,10,2026-08-02T09:25:33.675276+00:00,10.49,1153,0,8,telegram
thezoomit,98228,129324,technology,2026-08-02T09:15:04+00:00,20,2026-08-02T09:35:53.645717+00:00,20.82,1896,0,10,telegram
thezoomit,98228,129324,technology,2026-08-02T09:15:04+00:00,30,2026-08-02T09:45:11.384826+00:00,30.12,2394,0,12,telegram
akharinkhabar,623803,1943342,general_news,2026-08-02T09:15:42+00:00,5,2026-08-02T09:21:52.763471+00:00,5.95,3076,0,0,telegram
akharinkhabar,623803,1943342,general_news,2026-08-02T09:15:42+00:00,10,2026-08-02T09:27:05.358161+00:00,11.15,5108,0,1,telegram
akharinkhabar,623803,1943342,general_news,2026-08-02T09:15:42+00:00,20,2026-08-02T09:36:07.402995+00:00,20.19,8167,0,1,telegram
akharinkhabar,623803,1943342,general_news,2026-08-02T09:15:42+00:00,30,2026-08-02T09:46:48.087703+00:00,30.81,10214,0,1,telegram
tweetychannel,409504,775496,social_entertainment,2026-08-02T09:16:21+00:00,5,2026-08-02T09:21:51.156162+00:00,5.3,2039,43,1,telegram
tweetychannel,409504,775496,social_entertainment,2026-08-02T09:16:21+00:00,10,2026-08-02T09:27:03.869235+00:00,10.5,3061,53,1,telegram
tweetychannel,409504,775496,social_entertainment,2026-08-02T09:16:21+00:00,20,2026-08-02T09:37:31.504743+00:00,20.84,6104,79,1,telegram
tweetychannel,409504,775496,social_entertainment,2026-08-02T09:16:21+00:00,30,2026-08-02T09:46:45.966877+00:00,30.16,8120,81,1,telegram
farsna,454006,1816267,general_news,2026-08-02T09:16:44+00:00,5,2026-08-02T09:23:13.860271+00:00,6.22,2031,0,87,telegram
farsna,454006,1816267,general_news,2026-08-02T09:16:44+00:00,10,2026-08-02T09:27:08.298704+00:00,10.12,2696,0,109,telegram
farsna,454006,1816267,general_news,2026-08-02T09:16:44+00:00,20,2026-08-02T09:37:39.704620+00:00,20.46,4671,0,151,telegram
farsna,454006,1816267,general_news,2026-08-02T09:16:44+00:00,30,2026-08-02T09:48:19.398306+00:00,31.14,6008,0,164,telegram
akharinkhabar,623804,1943342,general_news,2026-08-02T09:17:25+00:00,5,2026-08-02T09:23:10.750224+00:00,5.53,3073,0,0,telegram
akharinkhabar,623804,1943342,general_news,2026-08-02T09:17:25+00:00,10,2026-08-02T09:28:45.154880+00:00,10.74,5125,0,0,telegram
akharinkhabar,623804,1943342,general_news,2026-08-02T09:17:25+00:00,20,2026-08-02T09:38:56.107817+00:00,21.27,8189,0,0,telegram
akharinkhabar,623804,1943342,general_news,2026-08-02T09:17:25+00:00,30,2026-08-02T09:48:16.080063+00:00,30.46,11228,0,0,telegram
eghtesadonline,354125,75241,economy,2026-08-02T09:18:16+00:00,5,2026-08-02T09:24:23.071299+00:00,5.98,620,12,9,telegram
eghtesadonline,354125,75241,economy,2026-08-02T09:18:16+00:00,10,2026-08-02T09:30:20.638557+00:00,11.94,989,14,12,telegram
eghtesadonline,354125,75241,economy,2026-08-02T09:18:16+00:00,20,2026-08-02T09:38:50.061356+00:00,20.42,1361,20,15,telegram
eghtesadonline,354125,75241,economy,2026-08-02T09:18:16+00:00,30,2026-08-02T09:49:28.127758+00:00,31.08,1666,22,17,telegram
akharinkhabar,623805,1943342,general_news,2026-08-02T09:18:43+00:00,5,2026-08-02T09:24:29.073017+00:00,5.53,3065,0,0,telegram
akharinkhabar,623805,1943342,general_news,2026-08-02T09:18:43+00:00,10,2026-08-02T09:30:26.626112+00:00,11.49,5114,0,0,telegram
akharinkhabar,623805,1943342,general_news,2026-08-02T09:18:43+00:00,20,2026-08-02T09:41:05.077500+00:00,21.29,8180,0,0,telegram
akharinkhabar,623805,1943342,general_news,2026-08-02T09:18:43+00:00,30,2026-08-02T09:49:33.938712+00:00,30.63,11224,0,0,telegram
tweetychannel,409505,775496,social_entertainment,2026-08-02T09:19:15+00:00,5,2026-08-02T09:24:27.552751+00:00,5.0,1028,38,37,telegram
tweetychannel,409505,775496,social_entertainment,2026-08-02T09:19:15+00:00,10,2026-08-02T09:30:25.116422+00:00,10.96,3065,55,105,telegram
tweetychannel,409505,775496,social_entertainment,2026-08-02T09:19:15+00:00,20,2026-08-02T09:41:03.471449+00:00,20.75,6107,68,140,telegram
tweetychannel,409505,775496,social_entertainment,2026-08-02T09:19:15+00:00,30,2026-08-02T09:49:32.505813+00:00,30.09,8128,78,175,telegram
digiato,110989,111087,technology,2026-08-02T09:20:18+00:00,5,2026-08-02T09:25:35.220408+00:00,5.26,692,11,60,telegram
digiato,110989,111087,technology,2026-08-02T09:20:18+00:00,10,2026-08-02T09:34:35.413498+00:00,11.22,1343,28,108,telegram
digiato,110989,111087,technology,2026-08-02T09:20:18+00:00,20,2026-08-02T09:42:12.192444+00:00,21.85,1777,38,127,telegram
digiato,110989,111087,technology,2026-08-02T09:20:18+00:00,30,2026-08-02T09:50:39.879615+00:00,30.33,2397,44,147,telegram
varzesh3,298699,1296635,sport,2026-08-02T09:24:01+00:00,5,2026-08-02T09:30:19.191921+00:00,6.19,11353,0,0,telegram
varzesh3,298699,1296635,sport,2026-08-02T09:24:01+00:00,10,2026-08-02T09:35:59.992143+00:00,11.87,18532,0,0,telegram
varzesh3,298699,1296635,sport,2026-08-02T09:24:01+00:00,20,2026-08-02T09:45:17.981247+00:00,21.17,27805,0,34,telegram
varzesh3,298699,1296635,sport,2026-08-02T09:24:01+00:00,30,2026-08-02T09:55:45.172279+00:00,31.63,39172,0,34,telegram
khabarfouri,555851,4823154,general_news,2026-08-02T09:24:26+00:00,5,2026-08-02T09:30:15.997956+00:00,5.78,3087,0,1,telegram
khabarfouri,555851,4823154,general_news,2026-08-02T09:24:26+00:00,10,2026-08-02T09:35:56.764924+00:00,11.45,6142,0,1,telegram
khabarfouri,555851,4823154,general_news,2026-08-02T09:24:26+00:00,20,2026-08-02T09:45:14.588771+00:00,20.75,8176,0,1,telegram
khabarfouri,555851,4823154,general_news,2026-08-02T09:24:26+00:00,30,2026-08-02T09:55:42.204875+00:00,31.22,10217,0,1,telegram
eghtesadonline,354126,75241,economy,2026-08-02T09:27:01+00:00,10,2026-08-02T09:37:24.856668+00:00,10.18,713,1,3,telegram
eghtesadonline,354126,75241,economy,2026-08-02T09:27:01+00:00,20,2026-08-02T09:48:09.838713+00:00,20.86,1082,2,3,telegram
eghtesadonline,354126,75241,economy,2026-08-02T09:27:01+00:00,30,2026-08-02T09:58:36.227254+00:00,31.26,1455,3,3,telegram
footballiapp,493088,49780,sport,2026-08-02T09:27:59+00:00,5,2026-08-02T09:35:58.395491+00:00,7.9,132,0,0,telegram
footballiapp,493088,49780,sport,2026-08-02T09:27:59+00:00,10,2026-08-02T09:38:46.104390+00:00,10.7,153,0,0,telegram
footballiapp,493088,49780,sport,2026-08-02T09:27:59+00:00,20,2026-08-02T09:49:25.245499+00:00,21.36,270,1,0,telegram
footballiapp,493088,49780,sport,2026-08-02T09:27:59+00:00,30,2026-08-02T09:58:31.043530+00:00,30.29,388,1,0,telegram
khabarfouri,555852,4823154,general_news,2026-08-02T09:27:59+00:00,5,2026-08-02T09:35:56.764906+00:00,7.9,3077,0,0,telegram
khabarfouri,555852,4823154,general_news,2026-08-02T09:27:59+00:00,10,2026-08-02T09:38:44.636516+00:00,10.7,4091,0,0,telegram
khabarfouri,555852,4823154,general_news,2026-08-02T09:27:59+00:00,20,2026-08-02T09:49:23.806761+00:00,21.36,8141,0,0,telegram
khabarfouri,555852,4823154,general_news,2026-08-02T09:27:59+00:00,30,2026-08-02T09:58:28.479530+00:00,30.29,10179,0,0,telegram
tweetychannel,409506,775496,social_entertainment,2026-08-02T09:28:01+00:00,5,2026-08-02T09:36:05.939827+00:00,7.87,3051,10,0,telegram
tweetychannel,409506,775496,social_entertainment,2026-08-02T09:28:01+00:00,10,2026-08-02T09:38:54.549764+00:00,10.67,4063,10,0,telegram
tweetychannel,409506,775496,social_entertainment,2026-08-02T09:28:01+00:00,20,2026-08-02T09:49:32.505801+00:00,21.33,7100,12,0,telegram
tweetychannel,409506,775496,social_entertainment,2026-08-02T09:28:01+00:00,30,2026-08-02T09:58:44.404830+00:00,30.26,8119,14,0,telegram
tweetychannel,409507,775496,social_entertainment,2026-08-02T09:29:05+00:00,5,2026-08-02T09:36:05.939750+00:00,6.8,3047,33,1,telegram
tweetychannel,409507,775496,social_entertainment,2026-08-02T09:29:05+00:00,10,2026-08-02T09:41:03.471047+00:00,10.92,4071,48,1,telegram
tweetychannel,409507,775496,social_entertainment,2026-08-02T09:29:05+00:00,20,2026-08-02T09:49:32.505786+00:00,20.26,7100,60,1,telegram
tweetychannel,409507,775496,social_entertainment,2026-08-02T09:29:05+00:00,30,2026-08-02T10:00:10.333330+00:00,30.88,8121,67,1,telegram
persiantwix,9538,1049188,entertainment,2026-08-02T09:30:00+00:00,5,2026-08-02T09:36:04.472320+00:00,5.89,2154,202,28,telegram
persiantwix,9538,1049188,entertainment,2026-08-02T09:30:00+00:00,10,2026-08-02T09:40:10.871713+00:00,10.0,3077,275,39,telegram
persiantwix,9538,1049188,entertainment,2026-08-02T09:30:00+00:00,20,2026-08-02T09:50:51.381486+00:00,20.63,4593,416,49,telegram
persiantwix,9538,1049188,entertainment,2026-08-02T09:30:00+00:00,30,2026-08-02T10:01:31.410958+00:00,31.27,5819,517,59,telegram
thezoomit,98229,129324,technology,2026-08-02T09:30:03+00:00,5,2026-08-02T09:35:53.644742+00:00,5.84,739,5,6,telegram
thezoomit,98229,129324,technology,2026-08-02T09:30:03+00:00,10,2026-08-02T09:42:10.343009+00:00,12.1,1330,13,12,telegram
thezoomit,98229,129324,technology,2026-08-02T09:30:03+00:00,20,2026-08-02T09:50:38.329900+00:00,20.58,1832,17,12,telegram
thezoomit,98229,129324,technology,2026-08-02T09:30:03+00:00,30,2026-08-02T10:01:17.140120+00:00,31.22,2384,24,12,telegram
khabarfouri,555853,4823154,general_news,2026-08-02T09:30:10+00:00,5,2026-08-02T09:35:56.764820+00:00,5.72,3061,0,0,telegram
khabarfouri,555853,4823154,general_news,2026-08-02T09:30:10+00:00,10,2026-08-02T09:42:13.929860+00:00,11.99,6103,0,0,telegram
khabarfouri,555853,4823154,general_news,2026-08-02T09:30:10+00:00,20,2026-08-02T09:50:41.283423+00:00,20.47,8138,0,0,telegram
khabarfouri,555853,4823154,general_news,2026-08-02T09:30:10+00:00,30,2026-08-02T10:01:21.751766+00:00,31.1,10190,0,0,telegram
tweetychannel,409508,775496,social_entertainment,2026-08-02T09:31:07+00:00,5,2026-08-02T09:37:31.504099+00:00,6.08,2037,55,1,telegram
tweetychannel,409508,775496,social_entertainment,2026-08-02T09:31:07+00:00,10,2026-08-02T09:42:47.583790+00:00,11.04,4065,75,1,telegram
tweetychannel,409508,775496,social_entertainment,2026-08-02T09:31:07+00:00,20,2026-08-02T09:52:10.547714+00:00,20.86,7096,95,36,telegram
tweetychannel,409508,775496,social_entertainment,2026-08-02T09:31:07+00:00,30,2026-08-02T10:01:33.599776+00:00,30.15,8114,103,36,telegram
khabarfouri,555854,4823154,general_news,2026-08-02T09:31:44+00:00,5,2026-08-02T09:37:18.170254+00:00,5.46,3058,0,0,telegram
khabarfouri,555854,4823154,general_news,2026-08-02T09:31:44+00:00,10,2026-08-02T09:42:13.929538+00:00,10.42,5090,0,0,telegram
khabarfouri,555854,4823154,general_news,2026-08-02T09:31:44+00:00,20,2026-08-02T09:52:01.945295+00:00,20.24,8132,0,0,telegram
khabarfouri,555854,4823154,general_news,2026-08-02T09:31:44+00:00,30,2026-08-02T10:02:45.478552+00:00,30.93,10183,0,0,telegram
akharinkhabar,623806,1943342,general_news,2026-08-02T09:32:37+00:00,5,2026-08-02T09:38:56.107505+00:00,6.07,3064,0,0,telegram
akharinkhabar,623806,1943342,general_news,2026-08-02T09:32:37+00:00,10,2026-08-02T09:44:06.806746+00:00,11.27,5099,0,0,telegram
akharinkhabar,623806,1943342,general_news,2026-08-02T09:32:37+00:00,20,2026-08-02T09:54:34.822345+00:00,20.65,8162,0,0,telegram
akharinkhabar,623806,1943342,general_news,2026-08-02T09:32:37+00:00,30,2026-08-02T10:03:10.118798+00:00,30.05,11200,0,0,telegram
farsna,454007,1816267,general_news,2026-08-02T09:32:49+00:00,5,2026-08-02T09:38:59.014959+00:00,5.87,1331,0,10,telegram
farsna,454007,1816267,general_news,2026-08-02T09:32:49+00:00,10,2026-08-02T09:44:09.800804+00:00,11.07,2350,0,10,telegram
farsna,454007,1816267,general_news,2026-08-02T09:32:49+00:00,20,2026-08-02T09:54:37.743797+00:00,20.45,4011,0,10,telegram
farsna,454007,1816267,general_news,2026-08-02T09:32:49+00:00,30,2026-08-02T10:04:34.878188+00:00,31.44,5008,0,10,telegram
tweetychannel,409510,775496,social_entertainment,2026-08-02T09:35:01+00:00,5,2026-08-02T09:42:47.583431+00:00,7.14,3042,4,0,telegram
tweetychannel,409510,775496,social_entertainment,2026-08-02T09:35:01+00:00,10,2026-08-02T09:45:24.449113+00:00,10.17,3048,4,0,telegram
tweetychannel,409510,775496,social_entertainment,2026-08-02T09:35:01+00:00,20,2026-08-02T09:55:50.977821+00:00,20.63,6090,6,0,telegram
tweetychannel,409510,775496,social_entertainment,2026-08-02T09:35:01+00:00,30,2026-08-02T10:05:48.707251+00:00,30.58,8114,7,0,telegram
aa_persian,127796,7935,international_news,2026-08-02T09:35:04+00:00,5,2026-08-02T09:42:50.535076+00:00,7.09,34,0,0,telegram
aa_persian,127796,7935,international_news,2026-08-02T09:35:04+00:00,10,2026-08-02T09:45:27.484651+00:00,10.12,39,0,0,telegram
aa_persian,127796,7935,international_news,2026-08-02T09:35:04+00:00,20,2026-08-02T09:55:53.884487+00:00,20.58,56,0,0,telegram
aa_persian,127796,7935,international_news,2026-08-02T09:35:04+00:00,30,2026-08-02T10:05:51.554379+00:00,30.53,77,0,0,telegram
akharinkhabar,623807,1943342,general_news,2026-08-02T09:36:17+00:00,5,2026-08-02T09:42:49.086792+00:00,5.87,3060,0,0,telegram
akharinkhabar,623807,1943342,general_news,2026-08-02T09:36:17+00:00,10,2026-08-02T09:46:48.087591+00:00,10.22,4100,0,0,telegram
akharinkhabar,623807,1943342,general_news,2026-08-02T09:36:17+00:00,20,2026-08-02T09:57:12.359524+00:00,20.66,9176,0,1,telegram
akharinkhabar,623807,1943342,general_news,2026-08-02T09:36:17+00:00,30,2026-08-02T10:07:20.851138+00:00,30.62,12232,0,1,telegram
farsna,454008,1816267,general_news,2026-08-02T09:37:59+00:00,5,2026-08-02T09:44:09.800531+00:00,5.9,1350,0,0,telegram
farsna,454008,1816267,general_news,2026-08-02T09:37:59+00:00,10,2026-08-02T09:49:36.860589+00:00,11.36,2367,0,10,telegram
farsna,454008,1816267,general_news,2026-08-02T09:37:59+00:00,20,2026-08-02T09:58:56.439957+00:00,20.29,3693,0,10,telegram
farsna,454008,1816267,general_news,2026-08-02T09:37:59+00:00,30,2026-08-02T10:08:41.815452+00:00,30.43,4685,0,10,telegram
tweetychannel,409511,775496,social_entertainment,2026-08-02T09:38:12+00:00,5,2026-08-02T09:44:05.379212+00:00,5.69,2041,63,2,telegram
tweetychannel,409511,775496,social_entertainment,2026-08-02T09:38:12+00:00,10,2026-08-02T09:49:32.505461+00:00,11.14,4069,82,36,telegram
tweetychannel,409511,775496,social_entertainment,2026-08-02T09:38:12+00:00,20,2026-08-02T09:58:44.404799+00:00,20.08,7099,121,36,telegram
tweetychannel,409511,775496,social_entertainment,2026-08-02T09:38:12+00:00,30,2026-08-02T10:08:37.372474+00:00,30.22,8121,144,70,telegram
thezoomit,98230,129324,technology,2026-08-02T09:39:26+00:00,5,2026-08-02T09:45:11.383977+00:00,5.75,783,16,2,telegram
thezoomit,98230,129324,technology,2026-08-02T09:39:26+00:00,10,2026-08-02T09:50:38.328888+00:00,11.2,1156,25,2,telegram
thezoomit,98230,129324,technology,2026-08-02T09:39:26+00:00,20,2026-08-02T09:59:58.001538+00:00,20.53,1830,36,4,telegram
thezoomit,98230,129324,technology,2026-08-02T09:39:26+00:00,30,2026-08-02T10:09:43.332317+00:00,30.28,2272,39,4,telegram
digiato,110990,111087,technology,2026-08-02T09:40:12+00:00,5,2026-08-02T09:46:32.478257+00:00,6.31,898,35,8,telegram
digiato,110990,111087,technology,2026-08-02T09:40:12+00:00,10,2026-08-02T09:50:39.879182+00:00,10.43,1187,42,8,telegram
digiato,110990,111087,technology,2026-08-02T09:40:12+00:00,20,2026-08-02T10:01:19.561588+00:00,21.07,1744,62,11,telegram
digiato,110990,111087,technology,2026-08-02T09:40:12+00:00,30,2026-08-02T10:11:02.614385+00:00,30.81,2248,79,12,telegram
varzesh3,298700,1296635,sport,2026-08-02T09:45:15+00:00,5,2026-08-02T09:50:47.015014+00:00,5.38,10355,0,69,telegram
varzesh3,298700,1296635,sport,2026-08-02T09:45:15+00:00,10,2026-08-02T09:55:45.172253+00:00,10.4,15519,0,103,telegram
varzesh3,298700,1296635,sport,2026-08-02T09:45:15+00:00,20,2026-08-02T10:05:42.497474+00:00,20.35,29971,0,205,telegram
varzesh3,298700,1296635,sport,2026-08-02T09:45:15+00:00,30,2026-08-02T10:16:23.436645+00:00,31.04,41330,0,273,telegram
varzesh3,298701,1296635,sport,2026-08-02T09:45:15+00:00,5,2026-08-02T09:50:47.014717+00:00,5.38,9310,0,69,telegram
varzesh3,298701,1296635,sport,2026-08-02T09:45:15+00:00,10,2026-08-02T09:55:45.171821+00:00,10.4,15527,0,103,telegram
varzesh3,298701,1296635,sport,2026-08-02T09:45:15+00:00,20,2026-08-02T10:05:42.497050+00:00,20.35,31009,0,205,telegram
varzesh3,298701,1296635,sport,2026-08-02T09:45:15+00:00,30,2026-08-02T10:16:23.436351+00:00,31.04,43384,0,273,telegram
akharinkhabar,623808,1943342,general_news,2026-08-02T09:45:52+00:00,5,2026-08-02T09:52:11.949162+00:00,6.11,3055,0,0,telegram
akharinkhabar,623808,1943342,general_news,2026-08-02T09:45:52+00:00,10,2026-08-02T09:57:12.358588+00:00,11.08,5099,0,0,telegram
akharinkhabar,623808,1943342,general_news,2026-08-02T09:45:52+00:00,20,2026-08-02T10:07:20.851089+00:00,21.04,9164,0,0,telegram
akharinkhabar,623808,1943342,general_news,2026-08-02T09:45:52+00:00,30,2026-08-02T10:16:30.843693+00:00,30.42,11206,0,0,telegram
tweetychannel,409512,775496,social_entertainment,2026-08-02T09:46:19+00:00,5,2026-08-02T09:52:10.547663+00:00,5.66,3056,35,1,telegram
tweetychannel,409512,775496,social_entertainment,2026-08-02T09:46:19+00:00,10,2026-08-02T09:57:10.386801+00:00,10.63,5075,49,1,telegram
tweetychannel,409512,775496,social_entertainment,2026-08-02T09:46:19+00:00,20,2026-08-02T10:07:18.870666+00:00,20.59,7105,61,1,telegram
tweetychannel,409512,775496,social_entertainment,2026-08-02T09:46:19+00:00,30,2026-08-02T10:17:50.912169+00:00,31.27,8113,76,1,telegram
tweetychannel,409513,775496,social_entertainment,2026-08-02T09:46:39+00:00,5,2026-08-02T09:52:10.547117+00:00,5.33,3054,88,1,telegram
tweetychannel,409513,775496,social_entertainment,2026-08-02T09:46:39+00:00,10,2026-08-02T09:57:10.385084+00:00,10.29,5076,124,1,telegram
tweetychannel,409513,775496,social_entertainment,2026-08-02T09:46:39+00:00,20,2026-08-02T10:07:18.870391+00:00,20.26,7111,155,1,telegram
tweetychannel,409513,775496,social_entertainment,2026-08-02T09:46:39+00:00,30,2026-08-02T10:17:50.912134+00:00,30.93,9126,195,1,telegram
farsna,454009,1816267,general_news,2026-08-02T09:47:01+00:00,5,2026-08-02T09:54:37.743765+00:00,6.25,1693,0,0,telegram
farsna,454009,1816267,general_news,2026-08-02T09:47:01+00:00,10,2026-08-02T09:58:56.439948+00:00,11.26,2355,0,0,telegram
farsna,454009,1816267,general_news,2026-08-02T09:47:01+00:00,20,2026-08-02T10:08:41.815387+00:00,21.4,3364,0,0,telegram
farsna,454009,1816267,general_news,2026-08-02T09:47:01+00:00,30,2026-08-02T10:17:55.379269+00:00,30.57,4053,0,0,telegram
tweetychannel,409514,775496,social_entertainment,2026-08-02T09:47:08+00:00,5,2026-08-02T09:54:33.316363+00:00,6.13,3055,102,36,telegram
tweetychannel,409514,775496,social_entertainment,2026-08-02T09:47:08+00:00,10,2026-08-02T09:58:44.404750+00:00,11.14,5074,126,36,telegram
tweetychannel,409514,775496,social_entertainment,2026-08-02T09:47:08+00:00,20,2026-08-02T10:08:37.372161+00:00,21.28,7116,148,70,telegram
tweetychannel,409514,775496,social_entertainment,2026-08-02T09:47:08+00:00,30,2026-08-02T10:17:50.911758+00:00,30.45,9126,172,70,telegram
farsna,454010,1816267,general_news,2026-08-02T09:48:01+00:00,5,2026-08-02T09:54:37.743663+00:00,5.25,1669,0,0,telegram
farsna,454010,1816267,general_news,2026-08-02T09:48:01+00:00,10,2026-08-02T09:58:56.439935+00:00,10.26,2345,0,0,telegram
farsna,454010,1816267,general_news,2026-08-02T09:48:01+00:00,20,2026-08-02T10:08:41.815196+00:00,20.4,3665,0,0,telegram
farsna,454010,1816267,general_news,2026-08-02T09:48:01+00:00,30,2026-08-02T10:19:12.770602+00:00,30.93,4372,0,0,telegram
farsna,454011,1816267,general_news,2026-08-02T09:49:01+00:00,5,2026-08-02T09:55:55.452708+00:00,6.63,1679,0,0,telegram
farsna,454011,1816267,general_news,2026-08-02T09:49:01+00:00,10,2026-08-02T10:00:14.952470+00:00,10.94,2653,0,0,telegram
farsna,454011,1816267,general_news,2026-08-02T09:49:01+00:00,20,2026-08-02T10:09:59.649794+00:00,20.7,3679,0,0,telegram
farsna,454011,1816267,general_news,2026-08-02T09:49:01+00:00,30,2026-08-02T10:20:30.400182+00:00,31.22,4696,0,0,telegram
aa_persian,127797,7935,international_news,2026-08-02T09:49:36+00:00,5,2026-08-02T09:55:53.883656+00:00,6.05,25,0,0,telegram
aa_persian,127797,7935,international_news,2026-08-02T09:49:36+00:00,10,2026-08-02T10:00:13.245435+00:00,10.36,34,0,0,telegram
aa_persian,127797,7935,international_news,2026-08-02T09:49:36+00:00,20,2026-08-02T10:09:57.975818+00:00,20.12,62,0,0,telegram
aa_persian,127797,7935,international_news,2026-08-02T09:49:36+00:00,30,2026-08-02T10:20:28.955850+00:00,30.63,81,0,0,telegram
khabarfouri,555855,4823154,general_news,2026-08-02T09:49:42+00:00,5,2026-08-02T09:55:42.204582+00:00,5.95,2055,0,0,telegram
khabarfouri,555855,4823154,general_news,2026-08-02T09:49:42+00:00,10,2026-08-02T10:00:00.983226+00:00,10.26,5098,0,0,telegram
khabarfouri,555855,4823154,general_news,2026-08-02T09:49:42+00:00,20,2026-08-02T10:09:46.365777+00:00,20.02,7138,0,0,telegram
khabarfouri,555855,4823154,general_news,2026-08-02T09:49:42+00:00,30,2026-08-02T10:20:17.187387+00:00,30.53,10184,0,0,telegram
footballiapp,493089,49780,sport,2026-08-02T09:50:58+00:00,5,2026-08-02T09:57:02.074722+00:00,5.98,135,0,2,telegram
footballiapp,493089,49780,sport,2026-08-02T09:50:58+00:00,10,2026-08-02T10:01:24.476670+00:00,10.3,196,0,2,telegram
footballiapp,493089,49780,sport,2026-08-02T09:50:58+00:00,20,2026-08-02T10:11:05.590286+00:00,20.05,287,0,3,telegram
footballiapp,493089,49780,sport,2026-08-02T09:50:58+00:00,30,2026-08-02T10:21:36.962893+00:00,30.56,505,0,3,telegram
footballiapp,493090,49780,sport,2026-08-02T09:50:59+00:00,5,2026-08-02T09:57:02.074236+00:00,5.96,135,0,2,telegram
footballiapp,493090,49780,sport,2026-08-02T09:50:59+00:00,10,2026-08-02T10:01:24.476541+00:00,10.29,196,0,2,telegram
footballiapp,493090,49780,sport,2026-08-02T09:50:59+00:00,20,2026-08-02T10:11:05.589846+00:00,20.03,287,0,3,telegram
footballiapp,493090,49780,sport,2026-08-02T09:50:59+00:00,30,2026-08-02T10:21:36.961266+00:00,30.54,505,0,3,telegram
thezoomit,98231,129324,technology,2026-08-02T09:51:17+00:00,5,2026-08-02T09:56:57.005319+00:00,5.66,740,6,1,telegram
thezoomit,98231,129324,technology,2026-08-02T09:51:17+00:00,10,2026-08-02T10:02:40.649586+00:00,11.38,1298,8,1,telegram
thezoomit,98231,129324,technology,2026-08-02T09:51:17+00:00,20,2026-08-02T10:12:18.967389+00:00,21.03,1863,8,4,telegram
thezoomit,98231,129324,technology,2026-08-02T09:51:17+00:00,30,2026-08-02T10:21:32.208743+00:00,30.24,2202,10,7,telegram
thezoomit,98232,129324,technology,2026-08-02T09:51:20+00:00,5,2026-08-02T09:56:57.004286+00:00,5.61,990,22,8,telegram
thezoomit,98232,129324,technology,2026-08-02T09:51:20+00:00,10,2026-08-02T10:02:40.648017+00:00,11.33,1579,34,17,telegram
thezoomit,98232,129324,technology,2026-08-02T09:51:20+00:00,20,2026-08-02T10:12:18.966529+00:00,20.98,2299,44,17,telegram
thezoomit,98232,129324,technology,2026-08-02T09:51:20+00:00,30,2026-08-02T10:21:32.207935+00:00,30.19,2697,48,17,telegram
farsna,454012,1816267,general_news,2026-08-02T09:52:01+00:00,5,2026-08-02T09:58:56.439693+00:00,6.26,2007,0,10,telegram
farsna,454012,1816267,general_news,2026-08-02T09:52:01+00:00,10,2026-08-02T10:03:14.191521+00:00,10.65,2991,0,20,telegram
farsna,454012,1816267,general_news,2026-08-02T09:52:01+00:00,20,2026-08-02T10:12:34.989655+00:00,20.29,4022,0,20,telegram
farsna,454012,1816267,general_news,2026-08-02T09:52:01+00:00,30,2026-08-02T10:23:09.903729+00:00,30.83,5366,0,30,telegram
tweetychannel,409515,775496,social_entertainment,2026-08-02T09:53:11+00:00,5,2026-08-02T09:58:44.404395+00:00,5.09,2035,104,1,telegram
tweetychannel,409515,775496,social_entertainment,2026-08-02T09:53:11+00:00,10,2026-08-02T10:04:28.651851+00:00,11.07,4064,148,1,telegram
tweetychannel,409515,775496,social_entertainment,2026-08-02T09:53:11+00:00,20,2026-08-02T10:13:49.199244+00:00,20.42,7094,207,1,telegram
tweetychannel,409515,775496,social_entertainment,2026-08-02T09:53:11+00:00,30,2026-08-02T10:24:23.976615+00:00,31.0,8103,242,35,telegram
khabarfouri,555856,4823154,general_news,2026-08-02T09:54:38+00:00,5,2026-08-02T10:00:00.982899+00:00,5.33,3053,0,0,telegram
khabarfouri,555856,4823154,general_news,2026-08-02T09:54:38+00:00,10,2026-08-02T10:05:39.365802+00:00,10.97,4088,0,0,telegram
khabarfouri,555856,4823154,general_news,2026-08-02T09:54:38+00:00,20,2026-08-02T10:14:59.482458+00:00,20.28,7140,0,0,telegram
khabarfouri,555856,4823154,general_news,2026-08-02T09:54:38+00:00,30,2026-08-02T10:25:33.933125+00:00,30.86,9186,0,0,telegram
tweetychannel,409516,775496,social_entertainment,2026-08-02T09:55:23+00:00,5,2026-08-02T10:01:33.599608+00:00,5.89,3040,155,35,telegram
